Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Seccio_Censal,Tipus_Vehicles,Antiguitat,Nombre
2023,01,Ciutat Vella,01,el Raval,001,Camions,Menys d'un any d'antiguitat,2
2023,01,Ciutat Vella,01,el Raval,001,Camions,1 any,6
2023,01,Ciutat Vella,01,el Raval,001,Camions,4 anys,9
2023,01,Ciutat Vella,01,el Raval,001,Camions,5 anys,1
2023,01,Ciutat Vella,01,el Raval,001,Camions,6 anys,1
2023,01,Ciutat Vella,01,el Raval,001,Camions,7 anys,1
2023,01,Ciutat Vella,01,el Raval,001,Camions,D'11 a 20 anys,8
2023,01,Ciutat Vella,01,el Raval,001,Camions,M̩s de 20 anys,11
2023,01,Ciutat Vella,01,el Raval,001,Altres vehicles,1 any,1
2023,01,Ciutat Vella,01,el Raval,001,Altres vehicles,3 anys,2
2023,01,Ciutat Vella,01,el Raval,001,Altres vehicles,4 anys,8
2023,01,Ciutat Vella,01,el Raval,001,Altres vehicles,5 anys,3
2023,01,Ciutat Vella,01,el Raval,001,Altres vehicles,6 anys,10
2023,01,Ciutat Vella,01,el Raval,001,Altres vehicles,7 anys,8
2023,01,Ciutat Vella,01,el Raval,001,Altres vehicles,8 anys,1
2023,01,Ciutat Vella,01,el Raval,001,Altres vehicles,9 anys,4
2023,01,Ciutat Vella,01,el Raval,001,Altres vehicles,10 anys,3
2023,01,Ciutat Vella,01,el Raval,001,Altres vehicles,D'11 a 20 anys,53
2023,01,Ciutat Vella,01,el Raval,001,Altres vehicles,M̩s de 20 anys,4
2023,01,Ciutat Vella,01,el Raval,002,Turismes,Menys d'un any d'antiguitat,3
2023,01,Ciutat Vella,01,el Raval,002,Turismes,1 any,5
2023,01,Ciutat Vella,01,el Raval,002,Turismes,2 anys,7
2023,01,Ciutat Vella,01,el Raval,002,Turismes,3 anys,3
2023,01,Ciutat Vella,01,el Raval,002,Turismes,4 anys,4
2023,01,Ciutat Vella,01,el Raval,002,Turismes,5 anys,11
2023,01,Ciutat Vella,01,el Raval,002,Turismes,6 anys,10
2023,01,Ciutat Vella,01,el Raval,002,Turismes,7 anys,3
2023,01,Ciutat Vella,01,el Raval,002,Turismes,8 anys,6
2023,01,Ciutat Vella,01,el Raval,002,Turismes,9 anys,3
2023,01,Ciutat Vella,01,el Raval,002,Turismes,10 anys,6
2023,01,Ciutat Vella,01,el Raval,002,Turismes,D'11 a 20 anys,81
2023,01,Ciutat Vella,01,el Raval,002,Turismes,M̩s de 20 anys,43
2023,01,Ciutat Vella,01,el Raval,002,Motos,Menys d'un any d'antiguitat,7
2023,01,Ciutat Vella,01,el Raval,002,Motos,1 any,9
2023,01,Ciutat Vella,01,el Raval,002,Motos,2 anys,4
2023,01,Ciutat Vella,01,el Raval,002,Motos,3 anys,11
2023,01,Ciutat Vella,01,el Raval,002,Motos,4 anys,3
2023,01,Ciutat Vella,01,el Raval,002,Motos,5 anys,8
2023,01,Ciutat Vella,01,el Raval,002,Motos,6 anys,7
2023,01,Ciutat Vella,01,el Raval,002,Motos,7 anys,7
2023,01,Ciutat Vella,01,el Raval,002,Motos,8 anys,5
2023,01,Ciutat Vella,01,el Raval,002,Motos,10 anys,4
2023,01,Ciutat Vella,01,el Raval,002,Motos,D'11 a 20 anys,56
2023,01,Ciutat Vella,01,el Raval,002,Motos,M̩s de 20 anys,20
2023,01,Ciutat Vella,01,el Raval,002,Ciclomotors,Menys d'un any d'antiguitat,1
2023,01,Ciutat Vella,01,el Raval,002,Ciclomotors,1 any,3
2023,01,Ciutat Vella,01,el Raval,002,Ciclomotors,3 anys,1
2023,01,Ciutat Vella,01,el Raval,002,Ciclomotors,5 anys,1
2023,01,Ciutat Vella,01,el Raval,002,Ciclomotors,6 anys,2
2023,01,Ciutat Vella,01,el Raval,002,Ciclomotors,8 anys,1
2023,01,Ciutat Vella,01,el Raval,002,Ciclomotors,D'11 a 20 anys,19
2023,01,Ciutat Vella,01,el Raval,002,Ciclomotors,M̩s de 20 anys,23
2023,01,Ciutat Vella,01,el Raval,002,Furgonetes,1 any,1
2023,01,Ciutat Vella,01,el Raval,002,Furgonetes,3 anys,2
2023,01,Ciutat Vella,01,el Raval,002,Furgonetes,4 anys,1
2023,01,Ciutat Vella,01,el Raval,002,Furgonetes,6 anys,5
2023,01,Ciutat Vella,01,el Raval,002,Furgonetes,8 anys,2
2023,01,Ciutat Vella,01,el Raval,002,Furgonetes,D'11 a 20 anys,12
2023,01,Ciutat Vella,01,el Raval,002,Furgonetes,M̩s de 20 anys,9
2023,01,Ciutat Vella,01,el Raval,002,Camions,9 anys,1
2023,01,Ciutat Vella,01,el Raval,002,Camions,10 anys,1
2023,01,Ciutat Vella,01,el Raval,002,Camions,D'11 a 20 anys,5
2023,01,Ciutat Vella,01,el Raval,002,Camions,M̩s de 20 anys,2
2023,01,Ciutat Vella,01,el Raval,002,Altres vehicles,1 any,1
2023,01,Ciutat Vella,01,el Raval,002,Altres vehicles,D'11 a 20 anys,5
2023,01,Ciutat Vella,01,el Raval,003,Turismes,Menys d'un any d'antiguitat,11
2023,01,Ciutat Vella,01,el Raval,003,Turismes,1 any,14
2023,01,Ciutat Vella,01,el Raval,003,Turismes,2 anys,15
2023,01,Ciutat Vella,01,el Raval,003,Turismes,3 anys,9
2023,01,Ciutat Vella,01,el Raval,003,Turismes,4 anys,24
2023,01,Ciutat Vella,01,el Raval,003,Turismes,5 anys,23
2023,01,Ciutat Vella,01,el Raval,003,Turismes,6 anys,15
2023,01,Ciutat Vella,01,el Raval,003,Turismes,7 anys,18
2023,01,Ciutat Vella,01,el Raval,003,Turismes,8 anys,16
2023,01,Ciutat Vella,01,el Raval,003,Turismes,9 anys,5
2023,01,Ciutat Vella,01,el Raval,003,Turismes,10 anys,10
2023,01,Ciutat Vella,01,el Raval,003,Turismes,D'11 a 20 anys,162
2023,01,Ciutat Vella,01,el Raval,003,Turismes,M̩s de 20 anys,88
2023,01,Ciutat Vella,01,el Raval,003,Motos,Menys d'un any d'antiguitat,9
2023,01,Ciutat Vella,01,el Raval,003,Motos,1 any,12
2023,01,Ciutat Vella,01,el Raval,003,Motos,2 anys,12
2023,01,Ciutat Vella,01,el Raval,003,Motos,3 anys,8
2023,01,Ciutat Vella,01,el Raval,003,Motos,4 anys,12
2023,01,Ciutat Vella,01,el Raval,003,Motos,5 anys,10
2023,01,Ciutat Vella,01,el Raval,003,Motos,6 anys,12
2023,01,Ciutat Vella,01,el Raval,003,Motos,7 anys,8
2023,01,Ciutat Vella,01,el Raval,003,Motos,8 anys,7
2023,01,Ciutat Vella,01,el Raval,003,Motos,9 anys,4
2023,01,Ciutat Vella,01,el Raval,003,Motos,10 anys,7
2023,01,Ciutat Vella,01,el Raval,003,Motos,D'11 a 20 anys,76
2023,01,Ciutat Vella,01,el Raval,003,Motos,M̩s de 20 anys,24
2023,01,Ciutat Vella,01,el Raval,003,Ciclomotors,1 any,3
2023,01,Ciutat Vella,01,el Raval,003,Ciclomotors,2 anys,2
2023,01,Ciutat Vella,01,el Raval,003,Ciclomotors,3 anys,3
2023,01,Ciutat Vella,01,el Raval,003,Ciclomotors,4 anys,3
2023,01,Ciutat Vella,01,el Raval,003,Ciclomotors,6 anys,1
2023,01,Ciutat Vella,01,el Raval,003,Ciclomotors,9 anys,1
2023,01,Ciutat Vella,01,el Raval,003,Ciclomotors,10 anys,2
2023,01,Ciutat Vella,01,el Raval,003,Ciclomotors,D'11 a 20 anys,19
2023,01,Ciutat Vella,01,el Raval,003,Ciclomotors,M̩s de 20 anys,38
2023,01,Ciutat Vella,01,el Raval,003,Furgonetes,3 anys,2
2023,01,Ciutat Vella,01,el Raval,003,Furgonetes,4 anys,1
2023,01,Ciutat Vella,01,el Raval,003,Furgonetes,5 anys,2
2023,01,Ciutat Vella,01,el Raval,003,Furgonetes,7 anys,5
2023,01,Ciutat Vella,01,el Raval,003,Furgonetes,8 anys,2
2023,01,Ciutat Vella,01,el Raval,003,Furgonetes,10 anys,3
2023,01,Ciutat Vella,01,el Raval,003,Furgonetes,D'11 a 20 anys,15
2023,01,Ciutat Vella,01,el Raval,003,Furgonetes,M̩s de 20 anys,9
2023,01,Ciutat Vella,01,el Raval,003,Camions,Menys d'un any d'antiguitat,3
2023,01,Ciutat Vella,01,el Raval,003,Camions,1 any,2
2023,01,Ciutat Vella,01,el Raval,003,Camions,2 anys,1
2023,01,Ciutat Vella,01,el Raval,003,Camions,4 anys,1
2023,01,Ciutat Vella,01,el Raval,003,Camions,5 anys,5
2023,01,Ciutat Vella,01,el Raval,003,Camions,6 anys,4
2023,01,Ciutat Vella,01,el Raval,003,Camions,7 anys,1
2023,01,Ciutat Vella,01,el Raval,003,Camions,8 anys,1
2023,01,Ciutat Vella,01,el Raval,003,Camions,9 anys,6
2023,01,Ciutat Vella,01,el Raval,003,Camions,10 anys,9
2023,01,Ciutat Vella,01,el Raval,003,Camions,D'11 a 20 anys,17
2023,01,Ciutat Vella,01,el Raval,003,Camions,M̩s de 20 anys,7
2023,01,Ciutat Vella,01,el Raval,003,Altres vehicles,4 anys,1
2023,01,Ciutat Vella,01,el Raval,003,Altres vehicles,10 anys,1
2023,01,Ciutat Vella,01,el Raval,003,Altres vehicles,D'11 a 20 anys,3
2023,01,Ciutat Vella,01,el Raval,004,Turismes,Menys d'un any d'antiguitat,19
2023,01,Ciutat Vella,01,el Raval,004,Turismes,1 any,10
2023,01,Ciutat Vella,01,el Raval,004,Turismes,2 anys,15
2023,01,Ciutat Vella,01,el Raval,004,Turismes,3 anys,13
2023,01,Ciutat Vella,01,el Raval,004,Turismes,4 anys,29
2023,01,Ciutat Vella,01,el Raval,004,Turismes,5 anys,22
2023,01,Ciutat Vella,01,el Raval,004,Turismes,6 anys,19
2023,01,Ciutat Vella,01,el Raval,004,Turismes,7 anys,14
2023,01,Ciutat Vella,01,el Raval,004,Turismes,8 anys,13
2023,01,Ciutat Vella,01,el Raval,004,Turismes,9 anys,13
2023,01,Ciutat Vella,01,el Raval,004,Turismes,10 anys,18
2023,01,Ciutat Vella,01,el Raval,004,Turismes,D'11 a 20 anys,165
2023,01,Ciutat Vella,01,el Raval,004,Turismes,M̩s de 20 anys,76
2023,01,Ciutat Vella,01,el Raval,004,Motos,Menys d'un any d'antiguitat,13
2023,01,Ciutat Vella,01,el Raval,004,Motos,1 any,16
2023,01,Ciutat Vella,01,el Raval,004,Motos,2 anys,12
2023,01,Ciutat Vella,01,el Raval,004,Motos,3 anys,14
2023,01,Ciutat Vella,01,el Raval,004,Motos,4 anys,15
2023,01,Ciutat Vella,01,el Raval,004,Motos,5 anys,7
2023,01,Ciutat Vella,01,el Raval,004,Motos,6 anys,10
2023,01,Ciutat Vella,01,el Raval,004,Motos,7 anys,9
2023,01,Ciutat Vella,01,el Raval,004,Motos,8 anys,14
2023,01,Ciutat Vella,01,el Raval,004,Motos,9 anys,10
2023,01,Ciutat Vella,01,el Raval,004,Motos,10 anys,6
2023,01,Ciutat Vella,01,el Raval,004,Motos,D'11 a 20 anys,78
2023,01,Ciutat Vella,01,el Raval,004,Motos,M̩s de 20 anys,38
2023,01,Ciutat Vella,01,el Raval,004,Ciclomotors,1 any,2
2023,01,Ciutat Vella,01,el Raval,004,Ciclomotors,4 anys,4
2023,01,Ciutat Vella,01,el Raval,004,Ciclomotors,5 anys,2
2023,01,Ciutat Vella,01,el Raval,004,Ciclomotors,6 anys,2
2023,01,Ciutat Vella,01,el Raval,004,Ciclomotors,10 anys,1
2023,01,Ciutat Vella,01,el Raval,004,Ciclomotors,D'11 a 20 anys,22
2023,01,Ciutat Vella,01,el Raval,004,Ciclomotors,M̩s de 20 anys,42
2023,01,Ciutat Vella,01,el Raval,004,Furgonetes,Menys d'un any d'antiguitat,4
2023,01,Ciutat Vella,01,el Raval,004,Furgonetes,2 anys,3
2023,01,Ciutat Vella,01,el Raval,004,Furgonetes,3 anys,1
2023,01,Ciutat Vella,01,el Raval,004,Furgonetes,5 anys,3
2023,01,Ciutat Vella,01,el Raval,004,Furgonetes,6 anys,2
2023,01,Ciutat Vella,01,el Raval,004,Furgonetes,8 anys,1
2023,01,Ciutat Vella,01,el Raval,004,Furgonetes,10 anys,3
2023,01,Ciutat Vella,01,el Raval,004,Furgonetes,D'11 a 20 anys,22
2023,01,Ciutat Vella,01,el Raval,004,Furgonetes,M̩s de 20 anys,6
2023,01,Ciutat Vella,01,el Raval,004,Camions,7 anys,1
2023,01,Ciutat Vella,01,el Raval,004,Camions,D'11 a 20 anys,5
2023,01,Ciutat Vella,01,el Raval,004,Camions,M̩s de 20 anys,10
2023,01,Ciutat Vella,01,el Raval,004,Altres vehicles,3 anys,1
2023,01,Ciutat Vella,01,el Raval,004,Altres vehicles,6 anys,1
2023,01,Ciutat Vella,01,el Raval,004,Altres vehicles,7 anys,1
2023,01,Ciutat Vella,01,el Raval,004,Altres vehicles,10 anys,1
2023,01,Ciutat Vella,01,el Raval,004,Altres vehicles,D'11 a 20 anys,1
2023,01,Ciutat Vella,01,el Raval,004,Altres vehicles,M̩s de 20 anys,1
2023,01,Ciutat Vella,01,el Raval,005,Turismes,Menys d'un any d'antiguitat,13
2023,01,Ciutat Vella,01,el Raval,005,Turismes,1 any,12
2023,01,Ciutat Vella,01,el Raval,005,Turismes,2 anys,10
2023,01,Ciutat Vella,01,el Raval,005,Turismes,3 anys,6
2023,01,Ciutat Vella,01,el Raval,005,Turismes,4 anys,17
2023,01,Ciutat Vella,01,el Raval,005,Turismes,5 anys,12
2023,01,Ciutat Vella,01,el Raval,005,Turismes,6 anys,15
2023,01,Ciutat Vella,01,el Raval,005,Turismes,7 anys,15
2023,01,Ciutat Vella,01,el Raval,005,Turismes,8 anys,11
2023,01,Ciutat Vella,01,el Raval,005,Turismes,9 anys,15
2023,01,Ciutat Vella,01,el Raval,005,Turismes,10 anys,7
2023,01,Ciutat Vella,01,el Raval,005,Turismes,D'11 a 20 anys,128
2023,01,Ciutat Vella,01,el Raval,005,Turismes,M̩s de 20 anys,51
2023,01,Ciutat Vella,01,el Raval,005,Motos,Menys d'un any d'antiguitat,11
2023,01,Ciutat Vella,01,el Raval,005,Motos,1 any,11
2023,01,Ciutat Vella,01,el Raval,005,Motos,2 anys,10
2023,01,Ciutat Vella,01,el Raval,005,Motos,3 anys,8
2023,01,Ciutat Vella,01,el Raval,005,Motos,4 anys,14
2023,01,Ciutat Vella,01,el Raval,005,Motos,5 anys,7
2023,01,Ciutat Vella,01,el Raval,005,Motos,6 anys,11
2023,01,Ciutat Vella,01,el Raval,005,Motos,7 anys,6
2023,01,Ciutat Vella,01,el Raval,005,Motos,8 anys,7
2023,01,Ciutat Vella,01,el Raval,005,Motos,9 anys,7
2023,01,Ciutat Vella,01,el Raval,005,Motos,10 anys,3
2023,01,Ciutat Vella,01,el Raval,005,Motos,D'11 a 20 anys,86
2023,01,Ciutat Vella,01,el Raval,005,Motos,M̩s de 20 anys,29
2023,01,Ciutat Vella,01,el Raval,005,Ciclomotors,1 any,2
2023,01,Ciutat Vella,01,el Raval,005,Ciclomotors,3 anys,1
2023,01,Ciutat Vella,01,el Raval,005,Ciclomotors,4 anys,1
2023,01,Ciutat Vella,01,el Raval,005,Ciclomotors,7 anys,4
2023,01,Ciutat Vella,01,el Raval,005,Ciclomotors,9 anys,1
2023,01,Ciutat Vella,01,el Raval,005,Ciclomotors,D'11 a 20 anys,35
2023,01,Ciutat Vella,01,el Raval,005,Ciclomotors,M̩s de 20 anys,29
2023,01,Ciutat Vella,01,el Raval,005,Furgonetes,Menys d'un any d'antiguitat,1
2023,01,Ciutat Vella,01,el Raval,005,Furgonetes,1 any,3
2023,01,Ciutat Vella,01,el Raval,005,Furgonetes,3 anys,3
2023,01,Ciutat Vella,01,el Raval,005,Furgonetes,4 anys,2
2023,01,Ciutat Vella,01,el Raval,005,Furgonetes,6 anys,3
2023,01,Ciutat Vella,01,el Raval,005,Furgonetes,7 anys,2
2023,01,Ciutat Vella,01,el Raval,005,Furgonetes,8 anys,2
2023,01,Ciutat Vella,01,el Raval,005,Furgonetes,9 anys,1
2023,01,Ciutat Vella,01,el Raval,005,Furgonetes,D'11 a 20 anys,23
2023,01,Ciutat Vella,01,el Raval,005,Furgonetes,M̩s de 20 anys,10
2023,01,Ciutat Vella,01,el Raval,005,Camions,3 anys,1
2023,01,Ciutat Vella,01,el Raval,005,Camions,4 anys,1
2023,01,Ciutat Vella,01,el Raval,005,Camions,D'11 a 20 anys,6
2023,01,Ciutat Vella,01,el Raval,005,Camions,M̩s de 20 anys,5
2023,01,Ciutat Vella,01,el Raval,005,Altres vehicles,7 anys,1
2023,01,Ciutat Vella,01,el Raval,005,Altres vehicles,10 anys,1
2023,01,Ciutat Vella,01,el Raval,005,Altres vehicles,D'11 a 20 anys,3
2023,01,Ciutat Vella,01,el Raval,005,Altres vehicles,M̩s de 20 anys,2
2023,01,Ciutat Vella,01,el Raval,006,Turismes,Menys d'un any d'antiguitat,5
2023,01,Ciutat Vella,01,el Raval,006,Turismes,1 any,10
2023,01,Ciutat Vella,01,el Raval,006,Turismes,2 anys,6
2023,01,Ciutat Vella,01,el Raval,006,Turismes,3 anys,6
2023,01,Ciutat Vella,01,el Raval,006,Turismes,4 anys,8
2023,01,Ciutat Vella,01,el Raval,006,Turismes,5 anys,9
2023,01,Ciutat Vella,01,el Raval,006,Turismes,6 anys,11
2023,01,Ciutat Vella,01,el Raval,006,Turismes,7 anys,7
2023,01,Ciutat Vella,01,el Raval,006,Turismes,8 anys,13
2023,01,Ciutat Vella,01,el Raval,006,Turismes,9 anys,3
2023,01,Ciutat Vella,01,el Raval,006,Turismes,10 anys,2
2023,01,Ciutat Vella,01,el Raval,006,Turismes,D'11 a 20 anys,80
2023,01,Ciutat Vella,01,el Raval,006,Turismes,M̩s de 20 anys,70
2023,01,Ciutat Vella,01,el Raval,006,Motos,Menys d'un any d'antiguitat,4
2023,01,Ciutat Vella,01,el Raval,006,Motos,1 any,2
2023,01,Ciutat Vella,01,el Raval,006,Motos,2 anys,9
2023,01,Ciutat Vella,01,el Raval,006,Motos,3 anys,4
2023,01,Ciutat Vella,01,el Raval,006,Motos,4 anys,4
2023,01,Ciutat Vella,01,el Raval,006,Motos,5 anys,7
2023,01,Ciutat Vella,01,el Raval,006,Motos,6 anys,5
2023,01,Ciutat Vella,01,el Raval,006,Motos,7 anys,11
2023,01,Ciutat Vella,01,el Raval,006,Motos,8 anys,1
2023,01,Ciutat Vella,01,el Raval,006,Motos,9 anys,3
2023,01,Ciutat Vella,01,el Raval,006,Motos,10 anys,5
2023,01,Ciutat Vella,01,el Raval,006,Motos,D'11 a 20 anys,47
2023,01,Ciutat Vella,01,el Raval,006,Motos,M̩s de 20 anys,12
2023,01,Ciutat Vella,01,el Raval,006,Ciclomotors,Menys d'un any d'antiguitat,2
2023,01,Ciutat Vella,01,el Raval,006,Ciclomotors,6 anys,1
2023,01,Ciutat Vella,01,el Raval,006,Ciclomotors,8 anys,2
2023,01,Ciutat Vella,01,el Raval,006,Ciclomotors,D'11 a 20 anys,20
2023,01,Ciutat Vella,01,el Raval,006,Ciclomotors,M̩s de 20 anys,23
2023,01,Ciutat Vella,01,el Raval,006,Furgonetes,1 any,1
2023,01,Ciutat Vella,01,el Raval,006,Furgonetes,3 anys,1
2023,01,Ciutat Vella,01,el Raval,006,Furgonetes,4 anys,1
2023,01,Ciutat Vella,01,el Raval,006,Furgonetes,6 anys,1
2023,01,Ciutat Vella,01,el Raval,006,Furgonetes,7 anys,1
2023,01,Ciutat Vella,01,el Raval,006,Furgonetes,8 anys,2
2023,01,Ciutat Vella,01,el Raval,006,Furgonetes,D'11 a 20 anys,10
2023,01,Ciutat Vella,01,el Raval,006,Furgonetes,M̩s de 20 anys,13
2023,01,Ciutat Vella,01,el Raval,006,Camions,D'11 a 20 anys,5
2023,01,Ciutat Vella,01,el Raval,006,Camions,M̩s de 20 anys,6
2023,01,Ciutat Vella,01,el Raval,006,Altres vehicles,Menys d'un any d'antiguitat,1
2023,01,Ciutat Vella,01,el Raval,006,Altres vehicles,M̩s de 20 anys,1
2023,01,Ciutat Vella,01,el Raval,007,Turismes,Menys d'un any d'antiguitat,7
2023,01,Ciutat Vella,01,el Raval,007,Turismes,1 any,8
2023,01,Ciutat Vella,01,el Raval,007,Turismes,2 anys,12
2023,01,Ciutat Vella,01,el Raval,007,Turismes,3 anys,2
2023,01,Ciutat Vella,01,el Raval,007,Turismes,4 anys,15
2023,01,Ciutat Vella,01,el Raval,007,Turismes,5 anys,7
2023,01,Ciutat Vella,01,el Raval,007,Turismes,6 anys,5
2023,01,Ciutat Vella,01,el Raval,007,Turismes,7 anys,18
2023,01,Ciutat Vella,01,el Raval,007,Turismes,8 anys,5
2023,01,Ciutat Vella,01,el Raval,007,Turismes,9 anys,4
2023,01,Ciutat Vella,01,el Raval,007,Turismes,10 anys,7
2023,01,Ciutat Vella,01,el Raval,007,Turismes,D'11 a 20 anys,113
2023,01,Ciutat Vella,01,el Raval,007,Turismes,M̩s de 20 anys,65
2023,01,Ciutat Vella,01,el Raval,007,Motos,Menys d'un any d'antiguitat,4
2023,01,Ciutat Vella,01,el Raval,007,Motos,1 any,6
2023,01,Ciutat Vella,01,el Raval,007,Motos,2 anys,7
2023,01,Ciutat Vella,01,el Raval,007,Motos,3 anys,2
2023,01,Ciutat Vella,01,el Raval,007,Motos,4 anys,5
2023,01,Ciutat Vella,01,el Raval,007,Motos,5 anys,2
2023,01,Ciutat Vella,01,el Raval,007,Motos,6 anys,5
2023,01,Ciutat Vella,01,el Raval,007,Motos,7 anys,10
2023,01,Ciutat Vella,01,el Raval,007,Motos,8 anys,6
2023,01,Ciutat Vella,01,el Raval,007,Motos,9 anys,4
2023,01,Ciutat Vella,01,el Raval,007,Motos,10 anys,1
2023,01,Ciutat Vella,01,el Raval,007,Motos,D'11 a 20 anys,46
2023,01,Ciutat Vella,01,el Raval,007,Motos,M̩s de 20 anys,24
2023,01,Ciutat Vella,01,el Raval,007,Ciclomotors,3 anys,1
2023,01,Ciutat Vella,01,el Raval,007,Ciclomotors,6 anys,1
2023,01,Ciutat Vella,01,el Raval,007,Ciclomotors,9 anys,1
2023,01,Ciutat Vella,01,el Raval,007,Ciclomotors,10 anys,2
2023,01,Ciutat Vella,01,el Raval,007,Ciclomotors,D'11 a 20 anys,21
2023,01,Ciutat Vella,01,el Raval,007,Ciclomotors,M̩s de 20 anys,31
2023,01,Ciutat Vella,01,el Raval,007,Furgonetes,Menys d'un any d'antiguitat,3
2023,01,Ciutat Vella,01,el Raval,007,Furgonetes,2 anys,1
2023,01,Ciutat Vella,01,el Raval,007,Furgonetes,4 anys,1
2023,01,Ciutat Vella,01,el Raval,007,Furgonetes,6 anys,2
2023,01,Ciutat Vella,01,el Raval,007,Furgonetes,7 anys,1
2023,01,Ciutat Vella,01,el Raval,007,Furgonetes,10 anys,1
2023,01,Ciutat Vella,01,el Raval,007,Furgonetes,D'11 a 20 anys,18
2023,01,Ciutat Vella,01,el Raval,007,Furgonetes,M̩s de 20 anys,10
2023,01,Ciutat Vella,01,el Raval,007,Camions,D'11 a 20 anys,4
2023,01,Ciutat Vella,01,el Raval,007,Camions,M̩s de 20 anys,5
2023,01,Ciutat Vella,01,el Raval,007,Altres vehicles,1 any,2
2023,01,Ciutat Vella,01,el Raval,007,Altres vehicles,2 anys,1
2023,01,Ciutat Vella,01,el Raval,007,Altres vehicles,3 anys,1
2023,01,Ciutat Vella,01,el Raval,007,Altres vehicles,D'11 a 20 anys,2
2023,01,Ciutat Vella,01,el Raval,008,Turismes,Menys d'un any d'antiguitat,12
2023,01,Ciutat Vella,01,el Raval,008,Turismes,1 any,11
2023,01,Ciutat Vella,01,el Raval,008,Turismes,2 anys,9
2023,01,Ciutat Vella,01,el Raval,008,Turismes,3 anys,10
2023,01,Ciutat Vella,01,el Raval,008,Turismes,4 anys,15
2023,01,Ciutat Vella,01,el Raval,008,Turismes,5 anys,14
2023,01,Ciutat Vella,01,el Raval,008,Turismes,6 anys,12
2023,01,Ciutat Vella,01,el Raval,008,Turismes,7 anys,10
2023,01,Ciutat Vella,01,el Raval,008,Turismes,8 anys,10
2023,01,Ciutat Vella,01,el Raval,008,Turismes,9 anys,12
2023,01,Ciutat Vella,01,el Raval,008,Turismes,10 anys,9
